#,phrase,label,sentiment
630,fatiguer devoir constamment lutter contre vent battr contre montagne,0,frustration
631,exaspéré attente interminable,0,frustration
632,bout voir effort réduire néer,0,frustration
633,débattre marécage pouvoir libérer,0,frustration
634,décevoir voir point confiance trahie,0,frustration
635,épuiser marche refuser baisser bras,0,frustration
636,veux mérite frustration grandir,0,frustration
637,frustration rong,0,frustration
638,las jeu dupe,0,frustration
639,déterminé frustration cesser grandir,0,frustration
640,veux veux frustration retenir prisonnier,0,frustration
641,besoin trouver frustration cesse,0,frustration
642,frustrer phase rater coche,0,frustration
643,frustration aliment détermination,0,frustration
644,technologique,0,frustration
645,reconnaissance,0,frustration
646,croire course tortue,0,frustration
647,vraiment frustrer,0,frustration
648,culinaire,0,frustration
649,perdre vie voitur,0,frustration
650,communication,0,frustration
651,fini cambrioleur crocheter porte,0,frustration
652,distraction,0,frustration
653,retrouve plein suspense insoutenable,0,frustration
654,retrouve regarder aiguille tourner lentement,0,frustration
655,caféiné,0,frustration
656,creux méninge retrouver fichu introuvable,0,frustration
657,envie bon sang décisionnel,0,frustration
658,connectivité,0,frustration
659,navigation,0,frustration
660,,0,frustration
661,énerver voir autant négligence,0,frustration
662,mettre,0,frustration
663,fois devoir appeler entreprise régler problèm,0,frustration
664,vouloir occuper,0,frustration
665,mettre candidature,0,frustration
666,accéder information frustrant,0,frustration
667,sai vraiment agacer,0,frustration
668,ider constamment mettre colèr,0,frustration
669,devoir battr récupérer,0,frustration
670,terminer travail connexion internet,0,frustration
671,devoir trouver endroit dîner soir,0,frustration
672,difficile destination,0,frustration
673,résolvent jamais problème,0,frustration
674,véritable corvée,0,frustration
675,exclu propre groupe,0,frustration
676,besoin travailler ralentit énormément,0,frustration
677,aucun aide concret,0,frustration
678,plan constamment perturber haut point,0,frustration
679,qualité rigueur,0,frustration
680,devenir insupportable travailler,0,frustration
681,charger simple page web correctement,0,frustration
682,frustration,0,frustration
683,veux faire course rapidement,0,frustration
684,effort,0,frustration
685,professionnalisme,0,frustration
686,travailler efficacement,0,frustration
687,décourageant valoriser,0,frustration
688,veux fonctionner correctement,0,frustration
689,vraiment irriter recevoir commander,0,frustration
690,insulte attaque insupportable,0,frustration
691,planifier chose correctement,0,frustration
692,ider faire réel différence,0,frustration
693,résoudre,0,frustration
694,frustrant,0,frustration
695,cesser,0,frustration
696,jamais pouvoir rattraper retard,0,frustration
697,accéder information,0,frustration
698,devenir vraiment agacer,0,frustration
699,embaucher personnel,0,frustration
700,travailler condition,0,frustration
701,retard cause inefficacité,0,frustration
702,tournai rond voir progrès,0,frustration
703,corriger,0,frustration
704,monde vide,0,frustration
705,jamais planifier correctement,0,frustration
706,constamment rejeter,0,frustration
707,fiable,0,frustration
708,promettre beaucoup livrent résultat attendre,0,frustration
709,faire temps,0,frustration
710,travail être ignorer raison valable,0,frustration
711,veux chose fonctionner correctement,0,frustration
712,jour ressembl voir changemer,0,frustration
713,fois devoir endurer désagrément,0,frustration
714,manqu professionnalisme vraiment agacer,0,frustration
715,compliquer faire fonctionner ensemble,0,frustration
716,indifférent préoccupation difficulter,0,frustration
717,faire travail qualité condition,0,frustration
718,plante moment crucial,0,frustration
719,valoir vraiment peine,0,frustration
720,savoir pied danser,0,frustration
721,prendre responsabilité,0,frustration
722,besoin concentrer travail,0,frustration
723,rien fonctionner falloir,0,frustration
724,plaît,0,frustration
725,mieux travail acharner,0,frustration
726,jamais,0,frustration
727,temps précieux,0,frustration
728,avancer,0,frustration
729,corriger,0,frustration
730,constamment ignorer,0,frustration
731,réparer fois,0,frustration
732,perdre temps précieux,0,frustration
733,conclusion clair,0,frustration
734,recevoir commander,0,frustration
735,prenez responsabilité,0,frustration
736,sens bloquer,0,frustration
737,améliorer précision,0,frustration
738,avis compte,0,frustration
739,arriver temps,0,frustration
740,prendre décision clair,0,frustration
741,rien stable déstabiliser,0,frustration
742,planifié chambouler,0,frustration
743,autant,0,frustration
744,terminer conversation,0,frustration
745,fait attention détail,0,frustration
746,besoin aide sen abandonné,0,frustration
747,dire jamais respecter horaire,0,frustration
748,jamais obtenir réponse satisfaisant,0,frustration
749,rien passer prévoir mettre nerf boul,0,frustration
750,trop demander stabilité,0,frustration
751,pensai pouvion faire mieux,0,frustration
752,censé travailler condition,0,frustration
753,incapacité résoudre problème simplement consternant,0,frustration
754,dire vie aimer jouer tour,0,frustration
755,passer notion service,0,frustration
756,constamment pression faire travail qualité,0,frustration
757,balade service service jamais résoudre problèm,0,frustration
758,dire néglige détail,0,frustration
759,coincer impasse voir solution voir,0,frustration
760,prendre travail sérieux,0,frustration
761,veux entendre prendre compte,0,frustration
762,difficile bien faire travail,0,frustration
763,soucier conséquence acte,0,frustration
764,temps permanence,0,frustration
765,honnête,0,frustration
766,mot,0,frustration
767,jamais temps souffler affect santé mental,0,frustration
768,chose simple,0,frustration
769,mérite mieux,0,frustration
770,ralentit progression nuit productivité,0,frustration
771,préoccuper,0,frustration
772,frustration extrême,0,frustration
773,tape sérieusement nerf,0,frustration
774,battre contre moulin vent,0,frustration
775,épuiser devoir constamment lutter contre épreuve,0,frustration
776,maudire,0,frustration
777,tape nerf,0,frustration
778,bout patience,0,frustration
779,décourager haut point,0,frustration
780,frustrer perdre raison,0,frustration
781,foutre rogner,0,frustration
782,vraiment agacer,0,frustration
783,frustrant,0,frustration
784,bout vraiment frustrer,0,frustration
785,vraiment frustrer perdre patience,0,frustration
786,devenir fou,0,frustration
787,frustrant souher,0,frustration
788,foutre boule,0,frustration
789,besoin vie continuer frustrer,0,frustration
790,décourager,0,frustration
791,frustrer perdre tête,0,frustration
792,vraiment frustrant,0,frustration
793,foutre glande,0,frustration
794,vraiment frustrer pleurer,0,frustration
795,mettre,0,frustration
796,besoin moment répit,0,frustration
797,épuiser devoir constamment lutter,0,frustration
798,vraiment frustrer perdre foi,0,frustration
799,mettre vraiment frustrer,0,frustration
800,envie crier frustration,0,frustration
801,complètement dépasser administration kafkaïen,0,frustration
802,injuste,0,frustration
803,monde autour rit sens coincer chose cœur faire partie joie,1,tristesse
804,simplement fixer plafond tourbillonner têt tourbillon,1,tristesse
805,dur passe temp veiller sentir être faire chose,1,tristesse
806,regarde autour vide monde noir cherche,1,tristesse
807,réveiller jour ressentir poids chose fin sen chose,1,tristesse
808,sentimer marcher pièce pleine sentir complètement,1,tristesse
809,jour chose mettre séri préférer oublier monde trop lourd,1,tristesse
810,sentimer sentir vraiment besoin sens serre,1,tristesse
811,jour envie raison chose nuer sombre installé esprit refuser,1,tristesse
812,dur donne plie sentir,1,tristesse
813,regarder mond continuer tourner coincé propre lutter trouver sens,1,tristesse
814,étrange sentir salle pleine rir blague vraiment trouver vraiment,1,tristesse
815,réveiller éteint couleur convaincre cœur chose,1,tristesse
816,jour rester lit monde continuer besoin répit tourbillon conster,1,tristesse
817,faire semblant orage rage,1,tristesse
818,vide trou rien crier,1,tristesse
819,envie crier libérer chagrin accumuler sourire continuer,1,tristesse
820,dur besoin prendre bras dis bien,1,tristesse
821,nuit moment monde poids solitud devenir,1,tristesse
822,savoir arriver joie laisser place tristesse retrouver,1,tristesse
823,être rire mettre besoin rire égayer journé,1,tristesse
824,croire serai,1,tristesse
825,pouvoir mettre prendre grand respiration replonger tourbillon,1,tristesse
826,porter poids mond devoir fort train,1,tristesse
827,monde bien voir larme verse,1,tristesse
828,fatiguer devoir devoir fatiguer cacher cacher,1,tristesse
829,sens bateau perdre savoir savoir rentrer,1,tristesse
830,sens coquill perdu partie,1,tristesse
831,convaincr savoir,1,tristesse
832,jour sen savoir vraiment,1,tristesse
833,regarde mond travers vitre rien réparer sai,1,tristesse
834,sens invisible passer côté voir,1,tristesse
835,aucun force coincer savoir,1,tristesse
836,dur sentir monde cesser sentir déconnecter,1,tristesse
837,sens étranger propre vivre,1,tristesse
838,garder tête vie continuer tirer besoin bouer besoin,1,tristesse
839,perdu labyrinth penser sombre trouver tourn,1,tristesse
840,montagn russe haut jamais,1,tristesse
841,trouver sens battr contre moulin,1,tristesse
842,sens puzzl pièce partie perdre,1,tristesse
843,pièce sombre trouver tâtonn trouve,1,tristesse
844,combattre démer trop trop besoin besoin,1,tristesse
845,sens acteur propre joue train,1,tristesse
846,regarde monde oeil cherche,1,tristesse
847,coincé tempête émotionnel trouve chemin,1,tristesse
848,dur sentir pouvoir contrôler propre prisonnier propre,1,tristesse
849,sens étranger monde reconnaître perdu,1,tristesse
850,jambe bouger voix sort,1,tristesse
851,livre page vide,1,tristesse
852,cauchemar veux coincer tristesse jamais,1,tristesse
853,sens feuill emporter contrôler emporté courir,1,tristesse
854,navir perdu pleine balloter savoir savoir rentrer,1,tristesse
855,voil noir recouvrir cherch trouve,1,tristesse
856,douleur trop trop,1,tristesse
857,dur sentir petit monde sentir sentir perdu désert,1,tristesse
858,sens chandell flamme brûler froid,1,tristesse
859,oiseau veux veux,1,tristesse
860,rout jamais coincer tristesse,1,tristesse
861,crier,1,tristesse
862,tempête sai,1,tristesse
863,réveillé appuyer pause mettre voi,1,tristesse
864,voi pote,1,tristesse
865,dur milieu voi veux sens entouré,1,tristesse
866,sens extraterrestre propre mal connecter,1,tristesse
867,sens puit cherche chose rien,1,tristesse
